,name,github_id,category,description,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,contributor_count,projectrank,show,projectrank_placing,trending,labels
13,aesop,leanprover-community/aesop,package,Proof search tactic (Automated Extensible Search for Obvious Proofs).,https://github.com/leanprover-community/aesop,https://github.com/leanprover-community/aesop,Apache-2.0,2021-06-01 13:02:59,2024-02-01 09:44:53,2024-02-01 03:24:01,574.0,32.0,18.0,10.0,53.0,12.0,34.0,123.0,,,,,,15.0,12,True,2,-1.0,
14,lean4web,leanprover-community/lean4web,tool,Web editor.,https://github.com/leanprover-community/lean4web,https://live.lean-lang.org/,Apache-2.0,2022-10-25 08:49:35,2023-12-18 16:05:29,2023-12-18 16:05:24,207.0,53.0,10.0,10.0,3.0,6.0,10.0,39.0,,,,,,5.0,12,True,3,,
15,The mechanics of proof,hrmacbeth/math2001,tutorial,Early university level course.,https://github.com/hrmacbeth/math2001,https://hrmacbeth.github.io/math2001/,,2022-01-24 19:33:15,2024-02-01 03:05:32,2024-02-01 03:05:22,249.0,41.0,30.0,3.0,5.0,,4.0,72.0,,,,,,,10,True,2,3.0,
16,quote4,leanprover-community/quote4,core,"Intuitive, type-safe expression quotations for Lean 4.",https://github.com/leanprover-community/quote4,https://github.com/leanprover-community/quote4,Apache-2.0,2021-05-08 19:00:07,2024-01-02 00:48:09,2024-01-02 00:48:09,151.0,4.0,8.0,6.0,17.0,8.0,7.0,62.0,,,,,,7.0,10,True,3,,
17,Lean Math Workshop,yuma-mizuno/lean-math-workshop,sample,Materials for a workshop held in Japan.,https://github.com/yuma-mizuno/lean-math-workshop,https://github.com/yuma-mizuno/lean-math-workshop,Apache-2.0,2023-05-30 10:58:24,2024-01-18 08:07:56,2024-01-14 22:06:18,145.0,20.0,18.0,6.0,19.0,1.0,5.0,48.0,,,,,,4.0,10,True,1,2.0,['ja']
18,Mathmatics in Lean,leanprover-community/mathematics_in_lean,tutorial,Note that there are many parts of the documentation at leanprover-community.github.io that have not been updated.,https://github.com/leanprover-community/mathematics_in_lean,https://leanprover-community.github.io/mathematics_in_lean/,,2020-04-25 01:10:56,2024-01-19 18:03:24,2024-01-19 18:03:20,63.0,11.0,86.0,13.0,18.0,,,143.0,,,,,,3.0,9,True,3,,
19,SMT Lean,ufmg-smite/lean-smt,package,Tactics for discharging Lean goals into SMT solvers.,https://github.com/ufmg-smite/lean-smt,https://github.com/ufmg-smite/lean-smt,Apache-2.0,2021-11-23 20:54:14,2024-01-25 20:28:07,2024-01-25 20:28:07,72.0,4.0,15.0,7.0,68.0,3.0,6.0,59.0,,,,,,4.0,9,True,3,,
20,"The Matrix Cookbook, using Lean's mathlib",eric-wieser/lean-matrix-cookbook,sample,"The matrix cookbook, proved in the Lean theorem prover.",https://github.com/eric-wieser/lean-matrix-cookbook,https://github.com/eric-wieser/lean-matrix-cookbook,MIT,2021-10-21 16:25:24,2024-01-15 14:36:53,2024-01-15 14:36:51,118.0,19.0,6.0,3.0,11.0,,,39.0,,,,,,2.0,9,True,3,,
21,llmstep,wellecks/llmstep,package-meta,llmstep: [L]LM proofstep suggestions in Lean 4.,https://github.com/wellecks/llmstep,https://github.com/wellecks/llmstep,MIT,2023-07-08 23:50:23,2023-11-11 01:30:11,2023-11-11 01:30:11,73.0,2.0,11.0,4.0,18.0,1.0,2.0,79.0,2023-10-31 03:18:38,1.0.0,,,1.0,5.0,8,True,3,-3.0,
22,Functional Programming in Lean,leanprover/fp-lean,tutorial,Functional Programming in Lean.,https://github.com/leanprover/fp-lean,https://lean-lang.org/functional_programming_in_lean/,,2022-04-07 15:40:31,2024-01-29 15:50:21,2024-01-25 14:45:38,349.0,9.0,13.0,6.0,17.0,33.0,100.0,52.0,2022-11-27 19:58:21,pre-2022-11,30.0,1.0,5.0,2.0,8,True,3,-1.0,
23,SATurn,siddhartha-gadgil/Saturn,package,Experiments with SAT solvers with proofs in Lean 4.,https://github.com/siddhartha-gadgil/Saturn,https://github.com/siddhartha-gadgil/Saturn,MIT,2021-06-03 01:41:57,2024-01-22 15:57:03,2024-01-22 15:57:00,245.0,6.0,1.0,3.0,3.0,1.0,,43.0,,,,,,2.0,8,True,3,,
24,cs-dm/CheatSheet.lean,kevinsullivan/cs-dm,cheatsheet,CS2012 UVa CS Discrete Math Spring 2018.,https://github.com/kevinsullivan/cs-dm,https://github.com/kevinsullivan/cs-dm/blob/master/CheatSheet.lean,,2018-01-20 02:33:29,2019-10-02 22:26:40,2019-10-02 22:26:27,480.0,,20.0,12.0,1.0,9.0,16.0,15.0,,,,,,3.0,6,False,2,-1.0,['lean3']
25,Lean 4 Tactics Reverse Lookup List,lean-ja/lean-ja.github.io,cheatsheet,Lean 4 Tactics Reverse Lookup List.,https://github.com/lean-ja/lean-ja.github.io,https://lean-ja.github.io/tactic-cheetsheet/,MIT,2023-09-04 11:57:55,2024-01-27 09:42:54,2024-01-27 09:42:51,78.0,10.0,,2.0,11.0,,18.0,,,,,,,3.0,6,True,2,,['ja']
26,LEAN JA リンク集,lean-ja/lean-ja.github.io,awesome,Japanese translated versions of several tutorials are available. ().,https://github.com/lean-ja/lean-ja.github.io,https://lean-ja.github.io/links/,MIT,2023-09-04 11:57:55,2024-01-27 09:42:54,2024-01-27 09:42:51,78.0,10.0,,2.0,11.0,,18.0,,,,,,,3.0,6,True,1,,['ja']
27,lean-crypto,joehendrix/lean-crypto,package,Cryptographic routines for the Lean 4 language.,https://github.com/joehendrix/lean-crypto,https://github.com/joehendrix/lean-crypto,,2021-12-13 15:25:44,2023-10-02 18:10:19,2023-10-02 18:10:19,108.0,,2.0,5.0,14.0,,,29.0,,,,,,3.0,5,True,3,,
28,Lean 4 Tactics,madvorak/lean4-tactics,cheatsheet,Overview of tactics in Lean 4 for beginners longer version.,https://github.com/madvorak/lean4-tactics,https://github.com/madvorak/lean4-tactics,Unlicense,2023-10-04 08:11:28,2024-01-23 21:20:18,2024-01-23 21:20:18,27.0,16.0,1.0,2.0,1.0,,,17.0,,,,,,2.0,5,True,2,,
29,lean3-tactic-lean4,madvorak/lean3-tactic-lean4,cheatsheet,Reference sheet for people who know Lean 3 and want to write tactic-based proofs in Lean 4.,https://github.com/madvorak/lean3-tactic-lean4,https://github.com/madvorak/lean3-tactic-lean4,Unlicense,2023-02-17 15:17:58,2024-01-13 05:12:51,2024-01-13 05:12:51,42.0,1.0,1.0,1.0,1.0,,,15.0,,,,,,2.0,4,True,3,,['lean3']
30,Lean 4 Cheatsheet,madvorak/lean4-cheatsheet,cheatsheet,Printable (A4) overview of tactics in Lean 4 for beginners.,https://github.com/madvorak/lean4-cheatsheet,https://github.com/madvorak/lean4-cheatsheet/blob/main/lean-tactics.pdf,Unlicense,2023-03-07 15:37:12,2023-10-06 18:42:31,2023-10-06 18:42:28,10.0,,1.0,1.0,,,,13.0,,,,,,,4,True,3,,
31,(Mathlib4) General Documentation (API Reference),leanprover-community/mathlib4_docs,cheatsheet,Official Mathlib API Reference.,https://github.com/leanprover-community/mathlib4_docs,https://leanprover-community.github.io/mathlib4_docs/,,2022-01-06 19:13:21,2024-01-04 18:48:15,2024-01-04 18:48:02,12.0,2.0,1.0,18.0,1.0,,1.0,5.0,,,,,,3.0,2,True,3,,
32,Moogle: Semantic search over mathlib4,,cheatsheet,Better performance (latency) than `General Documentation`.,,https://www.moogle.ai/,,,,,,,,,,,,,,,,,,,1,True,3,,
33,`#help` command output,,cheatsheet,"Output of `#help option`, `#help attr`, ... shown in `Lean 4 Web`.",,https://live.lean-lang.org/#code=import%20Mathlib.Tactic%0D%0A%0D%0A%23help%20option%0D%0A%23help%20attr%0D%0A%23help%20cats%0D%0A%23help%20term%0D%0A%23help%20tactic%0D%0A%23help%20conv%0D%0A%23help%20command%0D%0A,,,,,,,,,,,,,,,,,,,1,True,3,,
34,The Lean Reference Manual,,tutorial,Official Lean 3 Reference Manual.,,https://lean-lang.org/reference/index.html,,,,,,,,,,,,,,,,,,,1,True,3,,['lean3']
35,Lean Manual,,tutorial,Official Manual.,,https://lean-lang.org/lean4/doc/do.html,,,,,,,,,,,,,,,,,,,1,True,3,,
36,Zulip chat for discussions about Lean and mathlib,,community,Official community.,,https://leanprover.zulipchat.com/,,,,,,,,,,,,,,,,,,,1,True,1,,
37,Lean 4 Anarchy (Discord),,community,Anarchy discord server.,,https://discord.com/invite/WZ9bs9UCvx,,,,,,,,,,,,,,,,,,,1,True,1,,
38,Links (lean-lang.org),,awesome,Official collection of links.,,https://lean-lang.org/links/,,,,,,,,,,,,,,,,,,,1,True,3,,
39,lean4 - Where is the syntax of Lean 4 documented? - Proof Assistants Stack Exchange,,awesome,Discussion regarding Lean 4 documentation.,,https://proofassistants.stackexchange.com/questions/2305/where-is-the-syntax-of-lean-4-documented,,,,,,,,,,,,,,,,,,,1,True,3,,
40,lean4 - YouTube,,movie,YouTube movies.,,https://www.youtube.com/results?search_query=lean4,,,,,,,,,,,,,,,,,,,1,True,1,,
41,人気の「Lean」動画 14本 - ニコニコ動画,,movie,Niconico movies. Entertaining instructions using TTS software have been uploaded.,,https://www.nicovideo.jp/tag/Lean,,,,,,,,,,,,,,,,,,,1,True,1,,['ja']
