,name,github_id,category,description,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,contributor_count,projectrank,show,projectrank_placing,trending,updated_github_id,labels
0,lean4,leanprover/lean4,core,Lean 4 repository. Includes `Lake`.,https://github.com/leanprover/lean4,https://github.com/leanprover/lean4,Apache-2.0,2018-04-15 02:49:20,2025-08-21 18:05:30,2025-08-21 17:25:52,37610.0,1286.0,642.0,70.0,7518.0,744.0,1753.0,6236.0,2025-08-14 01:01:13,4.22.0,1250112.0,22729.0,89.0,246.0,33,True,1,,,
1,mathlib4,leanprover-community/mathlib4,core,Math library.,https://github.com/leanprover-community/mathlib4,https://github.com/leanprover-community/mathlib4,Apache-2.0,2021-05-09 07:52:01,2025-08-21 18:12:06,2025-08-21 17:58:22,23098.0,2293.0,726.0,37.0,28219.0,275.0,249.0,2283.0,,,,,,508.0,25,True,2,,,
2,LeanCopilot,lean-dojo/LeanCopilot,tool,LLMs as Copilots for Theorem Proving in Lean.,https://github.com/lean-dojo/LeanCopilot,https://github.com/lean-dojo/LeanCopilot,MIT,2023-09-09 01:52:22,2025-08-15 07:00:46,2025-08-15 07:00:39,861.0,34.0,110.0,15.0,106.0,2.0,58.0,1151.0,2025-08-14 08:52:07,4.22.0,4176.0,181.0,40.0,14.0,20,True,1,,,
3,elan,leanprover/elan,core,Version Manager.,https://github.com/leanprover/elan,https://github.com/leanprover/elan,Apache-2.0,2018-04-04 11:27:24,2025-05-26 08:58:25,2025-05-26 08:58:24,361.0,4.0,46.0,16.0,83.0,34.0,59.0,415.0,2025-05-26 09:06:33,4.1.2,1474715.0,16758.0,67.0,26.0,20,True,2,-1.0,,
4,std4,leanprover/std4,core,Standard Library.,https://github.com/leanprover-community/batteries,https://github.com/leanprover-community/batteries,Apache-2.0,2022-08-28 15:23:46,2025-08-21 15:31:37,2025-08-15 03:04:43,1107.0,51.0,124.0,15.0,1313.0,24.0,46.0,325.0,2025-08-14 02:08:13,4.22.0,62.0,6.0,26.0,77.0,20,True,2,,leanprover-community/batteries,
5,vscode-lean4,leanprover/vscode-lean4,tool,Visual Studio Code extension.,https://github.com/leanprover/vscode-lean4,https://github.com/leanprover/vscode-lean4,Apache-2.0,2020-12-31 17:26:54,2025-08-21 08:45:02,2025-08-21 08:45:00,2740.0,33.0,74.0,11.0,406.0,53.0,181.0,224.0,2025-06-26 11:36:00,0.0.209,629.0,18.0,100.0,68.0,20,True,1,,,
6,ProofWidgets,leanprover-community/ProofWidgets4,package-meta,Helper toolkit for creating your own Lean 4 UserWidgets.,https://github.com/leanprover-community/ProofWidgets4,https://github.com/leanprover-community/ProofWidgets4,Apache-2.0,2022-11-15 09:42:25,2025-08-16 23:10:39,2025-08-16 23:10:26,427.0,30.0,39.0,9.0,104.0,12.0,16.0,151.0,2025-08-15 03:37:56,0.0.71,765248.0,25508.0,100.0,20.0,20,True,1,,,
7,Lean Game Server,leanprover-community/lean4game,game,Mainly for Natural Number Game. Be careful not to confuse this with the [Lean 3..,https://github.com/leanprover-community/lean4game,https://adam.math.hhu.de/,GPL-3.0,2022-10-17 12:56:13,2025-08-16 11:12:32,2025-08-16 11:10:51,1206.0,59.0,54.0,11.0,93.0,98.0,166.0,307.0,2024-04-10 13:24:11,4.7.0,,,11.0,25.0,19,True,1,,,
8,Paperproof,Paper-Proof/paperproof,tool,Theorem proving interface which feels like pen-and-paper proofs.,https://github.com/Paper-Proof/paperproof,https://github.com/Paper-Proof/paperproof,MIT,2023-03-16 15:24:27,2025-07-22 06:02:38,2025-07-22 06:02:13,912.0,44.0,11.0,11.0,20.0,13.0,26.0,438.0,2025-07-22 05:59:51,2.4.0,,,9.0,5.0,17,True,2,,,
9,A mathlib overview,leanprover-community/leanprover-community.github.io,cheatsheet,Hosts the website for mathlib and other Lean community infrastructure.,https://github.com/leanprover-community/leanprover-community.github.io,https://leanprover-community.github.io/mathlib-overview.html,MIT,2019-01-20 17:06:26,2025-08-21 04:08:35,2025-07-28 11:41:49,10368.0,36.0,152.0,14.0,630.0,18.0,24.0,64.0,,,,,,143.0,17,True,1,,,
10,LeanDojo,lean-dojo/LeanDojo,tool,Tool for data extraction and interacting with Lean programmatically.,https://github.com/lean-dojo/LeanDojo,https://github.com/lean-dojo/LeanDojo,MIT,2023-06-13 22:04:26,2025-06-13 16:25:33,2025-06-13 03:24:38,620.0,6.0,111.0,14.0,129.0,5.0,80.0,699.0,2025-06-13 16:25:33,4.20.0,,,35.0,19.0,16,True,3,,,
11,SciLean,lecopivo/SciLean,package,Scientific computing in Lean 4.,https://github.com/lecopivo/SciLean,https://github.com/lecopivo/SciLean,Apache-2.0,2021-09-27 21:50:10,2025-06-09 19:27:04,2025-06-09 19:25:12,2146.0,7.0,33.0,22.0,15.0,26.0,21.0,425.0,,,,,,10.0,15,True,1,,,
12,aesop,leanprover-community/aesop,package,Proof search tactic (Automated Extensible Search for Obvious Proofs).,https://github.com/leanprover-community/aesop,https://github.com/leanprover-community/aesop,Apache-2.0,2021-06-01 13:02:59,2025-08-20 20:10:25,2025-08-20 20:06:36,856.0,18.0,35.0,8.0,164.0,36.0,48.0,292.0,,,,,,26.0,15,True,1,,,
13,doc-gen4,leanprover/doc-gen4,core,Document Generator.,https://github.com/leanprover/doc-gen4,https://github.com/leanprover/doc-gen4,Apache-2.0,2021-11-11 01:41:27,2025-08-15 03:35:00,2025-08-15 03:22:00,673.0,46.0,50.0,12.0,221.0,23.0,66.0,101.0,,,,,,40.0,15,True,3,,,
14,A Lean 4 Metaprogramming Book,leanprover-community/lean4-metaprogramming-book,tutorial,Practical manual with code that goes into the internal concepts of Lean 4.,https://github.com/leanprover-community/lean4-metaprogramming-book,https://github.com/leanprover-community/lean4-metaprogramming-book,Apache-2.0,2022-03-23 22:54:03,2025-02-28 21:40:12,2025-02-28 21:36:57,306.0,,64.0,7.0,127.0,20.0,24.0,257.0,,,695.0,115.0,1.0,26.0,14,True,1,-2.0,,
15,Theorem Proving in Lean 4,leanprover/theorem_proving_in_lean4,tutorial,Theorem Proving in Lean 4.,https://github.com/leanprover/theorem_proving_in_lean4,https://lean-lang.org/theorem_proving_in_lean4/,Apache-2.0,2021-08-24 18:41:32,2025-08-07 15:04:45,2025-08-07 15:04:45,1093.0,8.0,97.0,10.0,112.0,44.0,13.0,203.0,,,,,,80.0,13,True,2,,,
16,lean4web,leanprover-community/lean4web,tool,Web editor.,https://github.com/leanprover-community/lean4web,https://live.lean-lang.org/,Apache-2.0,2022-10-25 08:49:35,2025-06-21 13:08:09,2025-06-17 18:24:34,407.0,17.0,37.0,9.0,17.0,8.0,43.0,103.0,,,,,,11.0,13,True,3,,,
17,Mathematics in Lean,leanprover-community/mathematics_in_lean,tutorial,Note that there are many parts of the documentation at leanprover-community.github.io that have not been updated.,https://github.com/leanprover-community/mathematics_in_lean,https://leanprover-community.github.io/mathematics_in_lean/,Apache-2.0,2020-04-25 01:10:56,2025-08-08 22:29:51,2025-08-08 22:28:10,102.0,4.0,267.0,14.0,19.0,,,402.0,,,,,,3.0,12,True,2,2.0,,
18,SMT Lean,ufmg-smite/lean-smt,package,Tactics for discharging Lean goals into SMT solvers.,https://github.com/ufmg-smite/lean-smt,https://github.com/ufmg-smite/lean-smt,Apache-2.0,2021-11-23 20:54:14,2025-08-19 16:44:20,2025-08-13 22:16:44,164.0,3.0,27.0,9.0,167.0,13.0,13.0,215.0,,,,,,9.0,12,True,2,,,
19,Functional Programming in Lean,leanprover/fp-lean,tutorial,Functional Programming in Lean.,https://github.com/leanprover/fp-lean,https://lean-lang.org/functional_programming_in_lean/,,2022-04-07 15:40:31,2025-08-07 15:04:23,2025-08-07 15:04:21,365.0,13.0,45.0,5.0,39.0,44.0,135.0,101.0,2022-11-27 19:58:21,pre-2022-11,108.0,2.0,5.0,3.0,11,True,3,3.0,,
20,quote4,leanprover-community/quote4,core,"Intuitive, type-safe expression quotations for Lean 4.",https://github.com/leanprover-community/quote4,https://github.com/leanprover-community/quote4,Apache-2.0,2021-05-08 19:00:07,2025-08-15 03:08:39,2025-08-15 03:05:10,207.0,15.0,15.0,5.0,74.0,15.0,9.0,90.0,,,,,,12.0,11,True,3,,,
21,Lean Math Workshop,yuma-mizuno/lean-math-workshop,sample,Materials for a workshop held in Japan.,https://github.com/yuma-mizuno/lean-math-workshop,https://github.com/yuma-mizuno/lean-math-workshop,Apache-2.0,2023-05-30 10:58:24,2024-07-13 20:09:41,2024-07-13 20:09:40,210.0,,25.0,7.0,29.0,2.0,12.0,84.0,,,,,,5.0,10,False,1,,,['ja']
22,CvxLean,verified-optimization/CvxLean,package,Convex optimization modeling in Lean 4.,https://github.com/verified-optimization/CvxLean,https://github.com/verified-optimization/CvxLean,Apache-2.0,2022-10-14 10:05:55,2024-05-31 12:43:00,2024-05-20 15:01:43,1237.0,,7.0,3.0,34.0,9.0,,51.0,2024-03-22 16:22:23,2.0,,,1.0,3.0,10,False,3,,,
23,Reservoir,leanprover/reservoir,tool,Lakes package registry.,https://github.com/leanprover/reservoir,https://reservoir.lean-lang.org/,Apache-2.0,2023-09-01 03:31:28,2025-08-13 01:32:24,2025-08-13 01:32:23,148.0,3.0,6.0,3.0,37.0,13.0,21.0,24.0,,,,,,4.0,10,True,3,5.0,,
24,The mechanics of proof,hrmacbeth/math2001,tutorial,Early university level course.,https://github.com/hrmacbeth/math2001,https://hrmacbeth.github.io/math2001/,,2022-01-24 19:33:15,2024-12-09 19:21:50,2024-12-09 19:21:47,271.0,,124.0,5.0,14.0,15.0,8.0,278.0,,,,,,,9,True,3,,,
25,Lean 4 Tactics,madvorak/lean4-tactics,cheatsheet,Overview of tactics in Lean 4 for beginners longer version.,https://github.com/madvorak/lean4-tactics,https://github.com/madvorak/lean4-tactics,Unlicense,2023-10-04 08:11:28,2025-06-26 06:29:22,2025-06-26 06:29:21,39.0,3.0,3.0,3.0,2.0,,,91.0,,,,,,3.0,9,True,2,2.0,,
26,llmstep,wellecks/llmstep,package-meta,llmstep: [L]LM proofstep suggestions in Lean 4.,https://github.com/wellecks/llmstep,https://github.com/wellecks/llmstep,MIT,2023-07-08 23:50:23,2023-11-11 01:30:11,2023-11-11 01:30:11,73.0,,17.0,5.0,18.0,3.0,2.0,139.0,2023-10-31 03:18:38,1.0.0,,,1.0,5.0,8,False,3,,,
27,"The Matrix Cookbook, using Lean's mathlib",eric-wieser/lean-matrix-cookbook,sample,"The matrix cookbook, proved in the Lean theorem prover.",https://github.com/eric-wieser/lean-matrix-cookbook,https://github.com/eric-wieser/lean-matrix-cookbook,MIT,2021-10-21 16:25:24,2025-08-06 00:45:43,2025-08-06 00:45:40,159.0,6.0,15.0,6.0,15.0,1.0,2.0,116.0,,,,,,2.0,8,True,3,2.0,,
28,lean-crypto,joehendrix/lean-crypto,package,Cryptographic routines for the Lean 4 language.,https://github.com/joehendrix/lean-crypto,https://github.com/joehendrix/lean-crypto,Apache-2.0,2021-12-13 15:25:44,2024-09-09 09:43:04,2024-09-09 09:41:06,109.0,,3.0,5.0,14.0,1.0,,44.0,,,,,,3.0,8,True,3,,,
29,SATurn,siddhartha-gadgil/Saturn,package,Experiments with SAT solvers with proofs in Lean 4.,https://github.com/siddhartha-gadgil/Saturn,https://github.com/siddhartha-gadgil/Saturn,MIT,2021-06-03 01:41:57,2024-06-23 11:44:11,2024-06-23 11:44:08,266.0,,3.0,2.0,3.0,,1.0,58.0,,,,,,2.0,6,False,3,,,
30,lean3-tactic-lean4,madvorak/lean3-tactic-lean4,cheatsheet,Reference sheet for people who know Lean 3 and want to write tactic-based proofs in Lean 4.,https://github.com/madvorak/lean3-tactic-lean4,https://github.com/madvorak/lean3-tactic-lean4,Unlicense,2023-02-17 15:17:58,2024-11-13 12:53:08,2024-11-13 12:53:07,51.0,,3.0,1.0,1.0,,,27.0,,,,,,2.0,6,True,2,,,['lean3']
31,cs-dm/CheatSheet.lean,kevinsullivan/cs-dm,cheatsheet,CS2012 UVa CS Discrete Math Spring 2018.,https://github.com/kevinsullivan/cs-dm,https://github.com/kevinsullivan/cs-dm/blob/master/CheatSheet.lean,,2018-01-20 02:33:29,2019-10-02 22:26:40,2019-10-02 22:26:27,480.0,,20.0,11.0,1.0,9.0,16.0,16.0,,,,,,3.0,6,False,2,,,['lean3']
32,Lean by Example,lean-ja/lean-ja.github.io,cheatsheet,Lean.,https://github.com/lean-ja/lean-ja.github.io,https://lean-ja.github.io/lean-by-example/,MIT,2023-09-04 11:57:55,2025-07-22 10:08:12,2025-07-22 10:08:09,82.0,1.0,,3.0,11.0,,19.0,,,,,,,3.0,6,True,2,,,['ja']
33,LEAN JA リンク集,lean-ja/lean-ja.github.io,awesome,Japanese translated versions of several tutorials are available. ().,https://github.com/lean-ja/lean-ja.github.io,https://lean-ja.github.io/links/,MIT,2023-09-04 11:57:55,2025-07-22 10:08:12,2025-07-22 10:08:09,82.0,1.0,,3.0,11.0,,19.0,,,,,,,3.0,6,True,1,,,['ja']
34,Lean 4 Cheatsheet,madvorak/lean4-cheatsheet,cheatsheet,Printable (A4) overview of tactics in Lean 4 for beginners.,https://github.com/madvorak/lean4-cheatsheet,https://github.com/madvorak/lean4-cheatsheet/blob/main/lean-tactics.pdf,Unlicense,2023-03-07 15:37:12,2024-09-19 18:23:04,2024-09-19 18:22:59,12.0,,1.0,1.0,,,,29.0,,,,,,,5,True,3,,,
