,name,github_id,category,description,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,contributor_count,projectrank,show,projectrank_placing,trending,updated_github_id,labels
0,lean4,leanprover/lean4,core,Lean 4 repository. Includes `Lake`.,https://github.com/leanprover/lean4,https://github.com/leanprover/lean4,Apache-2.0,2018-04-15 02:49:20,2024-05-09 17:44:35,2024-05-09 04:52:09,32963.0,715.0,320.0,69.0,2629.0,514.0,967.0,3786.0,2024-04-03 07:28:45,4.7.0,190107.0,4752.0,32.0,168.0,30,True,1,,,
1,mathlib4,leanprover-community/mathlib4,core,Math library.,https://github.com/leanprover-community/mathlib4,https://github.com/leanprover-community/mathlib4,Apache-2.0,2021-05-09 07:52:01,2024-05-09 18:06:30,2024-05-09 17:19:43,10770.0,1826.0,226.0,35.0,12423.0,219.0,142.0,889.0,,,,,,262.0,23,True,2,,,
2,vscode-lean4,leanprover/vscode-lean4,tool,Visual Studio Code extension.,https://github.com/leanprover/vscode-lean4,https://github.com/leanprover/vscode-lean4,Apache-2.0,2020-12-31 17:26:54,2024-05-08 08:29:08,2024-05-08 08:29:06,2511.0,63.0,38.0,14.0,254.0,47.0,134.0,124.0,2024-05-06 08:48:49,0.0.144,383.0,12.0,100.0,54.0,19,True,1,,,
3,elan,leanprover/elan,core,Version Manager.,https://github.com/leanprover/elan,https://github.com/leanprover/elan,Apache-2.0,2018-04-04 11:27:24,2024-02-22 22:01:53,2024-02-22 22:01:52,304.0,7.0,34.0,15.0,57.0,22.0,47.0,261.0,2024-02-22 22:04:49,3.1.1,557905.0,7642.0,52.0,19.0,18,True,2,-1.0,,
4,ProofWidgets,leanprover-community/ProofWidgets4,package-meta,Helper toolkit for creating your own Lean 4 UserWidgets.,https://github.com/leanprover-community/ProofWidgets4,https://github.com/leanprover-community/ProofWidgets4,Apache-2.0,2022-11-15 09:42:25,2024-05-07 04:38:37,2024-05-07 04:37:16,235.0,23.0,19.0,8.0,37.0,13.0,6.0,86.0,2024-05-07 04:40:40,0.0.36,153089.0,9568.0,49.0,13.0,18,True,1,,,
5,std4,leanprover/std4,core,Standard Library.,https://github.com/leanprover-community/batteries,https://github.com/leanprover-community/batteries,Apache-2.0,2022-08-28 15:23:46,2024-05-09 18:04:28,2024-05-09 18:04:15,777.0,118.0,83.0,24.0,732.0,25.0,32.0,201.0,,,,,,55.0,17,True,3,,leanprover-community/batteries,
6,SciLean,lecopivo/SciLean,package,Scientific computing in Lean 4.,https://github.com/lecopivo/SciLean,https://github.com/lecopivo/SciLean,Apache-2.0,2021-09-27 21:50:10,2024-05-08 14:17:03,2024-05-06 22:07:20,1548.0,266.0,15.0,16.0,7.0,16.0,13.0,225.0,,,,,,6.0,15,True,1,,,
7,A Lean 4 Metaprogramming Book,leanprover-community/lean4-metaprogramming-book,tutorial,Practical manual with code that goes into the internal concepts of Lean 4.,https://github.com/leanprover-community/lean4-metaprogramming-book,https://github.com/leanprover-community/lean4-metaprogramming-book,Apache-2.0,2022-03-23 22:54:03,2024-05-08 13:08:56,2024-04-21 07:32:18,263.0,17.0,46.0,10.0,102.0,15.0,22.0,199.0,,,81.0,81.0,1.0,19.0,15,True,1,,,
8,Lean Game Server,leanprover-community/lean4game,game,Mainly for Natural Number Game. Be careful not to confuse this with the [Lean 3..,https://github.com/leanprover-community/lean4game,https://adam.math.hhu.de/,GPL-3.0,2022-10-17 12:56:13,2024-05-03 14:30:48,2024-05-03 12:28:29,1016.0,95.0,20.0,9.0,29.0,63.0,135.0,116.0,2024-04-10 13:24:11,4.7.0,,,10.0,15.0,15,True,1,,,
9,A mathlib overview,leanprover-community/leanprover-community.github.io,cheatsheet,Hosts the website for mathlib and other Lean community infrastructure.,https://github.com/leanprover-community/leanprover-community.github.io,https://leanprover-community.github.io/mathlib-overview.html,MIT,2019-01-20 17:06:26,2024-05-09 16:05:44,2024-04-30 13:02:48,10159.0,26.0,106.0,13.0,441.0,19.0,14.0,46.0,,,,,,103.0,15,True,1,,,
10,Paperproof,Paper-Proof/paperproof,tool,Theorem proving interface which feels like pen-and-paper proofs.,https://github.com/Paper-Proof/paperproof,https://github.com/Paper-Proof/paperproof,MIT,2023-03-16 15:24:27,2024-04-01 01:59:20,2024-04-01 01:59:14,715.0,3.0,6.0,6.0,13.0,10.0,18.0,301.0,2024-01-13 09:27:27,1.0.0,,,2.0,4.0,14,True,3,-2.0,,
11,CvxLean,verified-optimization/CvxLean,package,Convex optimization modeling in Lean 4.,https://github.com/verified-optimization/CvxLean,https://github.com/verified-optimization/CvxLean,Apache-2.0,2022-10-14 10:05:55,2024-05-03 23:25:04,2024-04-25 21:39:28,1236.0,163.0,3.0,3.0,32.0,,,27.0,2024-03-22 16:22:23,2.0,,,1.0,3.0,14,True,2,,,
12,aesop,leanprover-community/aesop,package,Proof search tactic (Automated Extensible Search for Obvious Proofs).,https://github.com/leanprover-community/aesop,https://github.com/leanprover-community/aesop,Apache-2.0,2021-06-01 13:02:59,2024-05-09 08:19:12,2024-05-09 01:35:15,646.0,42.0,22.0,9.0,76.0,20.0,38.0,146.0,,,,,,17.0,13,True,2,-1.0,,
13,Theorem Proving in Lean 4,leanprover/theorem_proving_in_lean4,tutorial,Theorem Proving in Lean 4.,https://github.com/leanprover/theorem_proving_in_lean4,https://lean-lang.org/theorem_proving_in_lean4/,Apache-2.0,2021-08-24 18:41:32,2024-05-08 14:11:56,2024-03-01 20:54:59,1083.0,14.0,75.0,12.0,89.0,14.0,12.0,140.0,,,,,,78.0,13,True,2,,,
14,doc-gen4,leanprover/doc-gen4,core,Document Generator.,https://github.com/leanprover/doc-gen4,https://github.com/leanprover/doc-gen4,Apache-2.0,2021-11-11 01:41:27,2024-05-08 05:59:28,2024-05-08 05:59:28,465.0,6.0,33.0,13.0,109.0,28.0,46.0,54.0,,,,,,25.0,13,True,3,-1.0,,
15,Lean Math Workshop,yuma-mizuno/lean-math-workshop,sample,Materials for a workshop held in Japan.,https://github.com/yuma-mizuno/lean-math-workshop,https://github.com/yuma-mizuno/lean-math-workshop,Apache-2.0,2023-05-30 10:58:24,2024-05-04 15:52:27,2024-05-04 15:52:27,199.0,27.0,19.0,7.0,25.0,1.0,11.0,58.0,,,,,,5.0,11,True,1,-1.0,,['ja']
16,lean4web,leanprover-community/lean4web,tool,Web editor.,https://github.com/leanprover-community/lean4web,https://live.lean-lang.org/,Apache-2.0,2022-10-25 08:49:35,2024-05-07 12:17:21,2024-04-29 09:08:39,226.0,17.0,12.0,10.0,4.0,7.0,13.0,46.0,,,,,,5.0,11,True,3,1.0,,
17,SMT Lean,ufmg-smite/lean-smt,package,Tactics for discharging Lean goals into SMT solvers.,https://github.com/ufmg-smite/lean-smt,https://github.com/ufmg-smite/lean-smt,Apache-2.0,2021-11-23 20:54:14,2024-05-09 00:36:04,2024-05-09 00:36:04,88.0,16.0,16.0,6.0,84.0,3.0,6.0,68.0,,,,,,4.0,10,True,3,1.0,,
18,quote4,leanprover-community/quote4,core,"Intuitive, type-safe expression quotations for Lean 4.",https://github.com/leanprover-community/quote4,https://github.com/leanprover-community/quote4,Apache-2.0,2021-05-08 19:00:07,2024-05-09 08:14:19,2024-05-04 07:02:35,160.0,6.0,9.0,6.0,24.0,11.0,8.0,65.0,,,,,,8.0,10,True,3,,,
19,The mechanics of proof,hrmacbeth/math2001,tutorial,Early university level course.,https://github.com/hrmacbeth/math2001,https://hrmacbeth.github.io/math2001/,,2022-01-24 19:33:15,2024-04-27 23:08:55,2024-04-27 23:08:50,257.0,7.0,43.0,3.0,8.0,,6.0,135.0,,,,,,,9,True,2,,,
20,Mathematics in Lean,leanprover-community/mathematics_in_lean,tutorial,Note that there are many parts of the documentation at leanprover-community.github.io that have not been updated.,https://github.com/leanprover-community/mathematics_in_lean,https://leanprover-community.github.io/mathematics_in_lean/,,2020-04-25 01:10:56,2024-05-02 20:46:46,2024-05-02 20:46:44,65.0,1.0,128.0,13.0,18.0,,,186.0,,,,,,3.0,8,True,3,,,
21,llmstep,wellecks/llmstep,package-meta,llmstep: [L]LM proofstep suggestions in Lean 4.,https://github.com/wellecks/llmstep,https://github.com/wellecks/llmstep,MIT,2023-07-08 23:50:23,2023-11-11 01:30:11,2023-11-11 01:30:11,73.0,,13.0,3.0,18.0,1.0,2.0,93.0,2023-10-31 03:18:38,1.0.0,,,1.0,5.0,8,True,3,,,
22,Functional Programming in Lean,leanprover/fp-lean,tutorial,Functional Programming in Lean.,https://github.com/leanprover/fp-lean,https://lean-lang.org/functional_programming_in_lean/,,2022-04-07 15:40:31,2024-05-08 17:07:55,2024-02-06 09:43:13,351.0,,14.0,6.0,18.0,39.0,101.0,58.0,2022-11-27 19:58:21,pre-2022-11,35.0,1.0,5.0,2.0,8,True,3,,,
23,SATurn,siddhartha-gadgil/Saturn,package,Experiments with SAT solvers with proofs in Lean 4.,https://github.com/siddhartha-gadgil/Saturn,https://github.com/siddhartha-gadgil/Saturn,MIT,2021-06-03 01:41:57,2024-04-18 03:39:22,2024-04-18 03:39:20,265.0,20.0,1.0,3.0,3.0,,1.0,49.0,,,,,,2.0,8,True,3,,,
